fileName,Date,numGens,notes
slp0.4_Rsk0.05_K1000_var0.0_dslm0.6_rn1006,04/08/2015,500,
slp0.4_Rsk0.05_K1000_var0.0_dslm0.8_rn1007,04/08/2015,500,
slp0.4_Rsk0.05_K1000_var0.1_dslm0.6_rn1008,04/08/2015,500,
slp0.4_Rsk0.05_K1000_var0.1_dslm0.8_rn1009,04/08/2015,500,
slp0.4_Rsk0.05_K1000_var0.2_dslm0.6_rn1010,04/08/2015,500,
slp0.4_Rsk0.05_K1000_var0.2_dslm0.8_rn1011,04/08/2015,500,
slp0.4_Rsk0.1_K100_var0.0_dslm0.6_rn1012,04/08/2015,500,
slp0.4_Rsk0.1_K100_var0.0_dslm0.8_rn1013,04/08/2015,500,
slp0.4_Rsk0.1_K100_var0.1_dslm0.6_rn1014,04/08/2015,500,
slp0.4_Rsk0.1_K100_var0.1_dslm0.8_rn1015,04/08/2015,500,
slp0.4_Rsk0.1_K100_var0.2_dslm0.6_rn1016,04/08/2015,500,
slp0.4_Rsk0.1_K100_var0.2_dslm0.8_rn1017,04/08/2015,500,
slp0.4_Rsk0.1_K1000_var0.0_dslm0.6_rn1018,04/08/2015,500,
slp0.4_Rsk0.1_K1000_var0.0_dslm0.8_rn1019,04/08/2015,500,
slp0.4_Rsk0.1_K1000_var0.1_dslm0.6_rn1020,04/08/2015,500,
slp0.4_Rsk0.1_K1000_var0.1_dslm0.8_rn1021,04/08/2015,500,
slp0.4_Rsk0.1_K1000_var0.2_dslm0.6_rn1022,04/08/2015,500,
slp0.4_Rsk0.1_K1000_var0.2_dslm0.8_rn1023,04/08/2015,500,
slp0.8_Rsk0.05_K100_var0.0_dslm0.6_rn1024,04/08/2015,500,
slp0.8_Rsk0.05_K100_var0.0_dslm0.8_rn1025,04/08/2015,500,
slp0.8_Rsk0.05_K100_var0.1_dslm0.6_rn1026,04/08/2015,500,
slp0.8_Rsk0.05_K100_var0.1_dslm0.8_rn1027,04/08/2015,500,
slp0.8_Rsk0.05_K100_var0.2_dslm0.6_rn1028,04/08/2015,500,
slp0.8_Rsk0.05_K100_var0.2_dslm0.8_rn1029,04/08/2015,500,
slp0.8_Rsk0.05_K1000_var0.0_dslm0.6_rn1030,04/08/2015,500,
slp0.8_Rsk0.05_K1000_var0.0_dslm0.8_rn1031,04/08/2015,500,
slp0.8_Rsk0.05_K1000_var0.1_dslm0.6_rn1032,04/08/2015,500,
slp0.8_Rsk0.05_K1000_var0.1_dslm0.8_rn1033,04/08/2015,500,
slp0.8_Rsk0.05_K1000_var0.2_dslm0.6_rn1034,04/08/2015,500,
slp0.8_Rsk0.05_K1000_var0.2_dslm0.8_rn1035,04/08/2015,500,
slp0.8_Rsk0.1_K100_var0.0_dslm0.6_rn1036,04/08/2015,500,
slp0.8_Rsk0.1_K100_var0.0_dslm0.8_rn1037,04/08/2015,500,
slp0.8_Rsk0.1_K100_var0.1_dslm0.6_rn1038,04/08/2015,500,
slp0.8_Rsk0.1_K100_var0.1_dslm0.8_rn1039,04/08/2015,500,
slp0.8_Rsk0.1_K100_var0.2_dslm0.6_rn1040,04/08/2015,500,
slp0.8_Rsk0.1_K100_var0.2_dslm0.8_rn1041,04/08/2015,500,
slp0.8_Rsk0.1_K1000_var0.0_dslm0.6_rn1042,04/08/2015,500,
slp0.8_Rsk0.1_K1000_var0.0_dslm0.8_rn1043,04/08/2015,500,
slp0.8_Rsk0.1_K1000_var0.1_dslm0.6_rn1044,04/08/2015,500,
slp0.8_Rsk0.1_K1000_var0.1_dslm0.8_rn1045,04/08/2015,500,
slp0.8_Rsk0.1_K1000_var0.2_dslm0.6_rn1046,04/08/2015,500,
slp0.8_Rsk0.1_K1000_var0.2_dslm0.8_rn1047,04/08/2015,500,
slp1.25_Rsk0.05_K100_var0.0_dslm0.6_rn1048,04/08/2015,500,
slp1.25_Rsk0.05_K100_var0.0_dslm0.8_rn1049,04/08/2015,500,
slp1.25_Rsk0.05_K100_var0.1_dslm0.6_rn1050,04/08/2015,500,
slp1.25_Rsk0.05_K100_var0.1_dslm0.8_rn1051,04/08/2015,500,
slp1.25_Rsk0.05_K100_var0.2_dslm0.6_rn1052,04/08/2015,500,
slp1.25_Rsk0.05_K100_var0.2_dslm0.8_rn1053,04/08/2015,500,
slp1.25_Rsk0.05_K1000_var0.0_dslm0.6_rn1054,04/08/2015,500,
slp1.25_Rsk0.05_K1000_var0.0_dslm0.8_rn1055,04/08/2015,500,
slp1.25_Rsk0.05_K1000_var0.1_dslm0.6_rn1056,04/08/2015,500,
slp1.25_Rsk0.05_K1000_var0.1_dslm0.8_rn1057,04/08/2015,500,
slp1.25_Rsk0.05_K1000_var0.2_dslm0.6_rn1058,04/08/2015,500,
slp1.25_Rsk0.05_K1000_var0.2_dslm0.8_rn1059,04/08/2015,500,
slp1.25_Rsk0.1_K100_var0.0_dslm0.6_rn1060,04/08/2015,500,
slp1.25_Rsk0.1_K100_var0.0_dslm0.8_rn1061,04/08/2015,500,
slp1.25_Rsk0.1_K100_var0.1_dslm0.6_rn1062,04/08/2015,500,
slp1.25_Rsk0.1_K100_var0.1_dslm0.8_rn1063,04/08/2015,500,
slp1.25_Rsk0.1_K100_var0.2_dslm0.6_rn1064,04/08/2015,500,
slp1.25_Rsk0.1_K100_var0.2_dslm0.8_rn1065,04/08/2015,500,
slp1.25_Rsk0.1_K1000_var0.0_dslm0.6_rn1066,04/08/2015,500,
slp1.25_Rsk0.1_K1000_var0.0_dslm0.8_rn1067,04/08/2015,500,
slp1.25_Rsk0.1_K1000_var0.1_dslm0.6_rn1068,04/08/2015,500,
slp1.25_Rsk0.1_K1000_var0.1_dslm0.8_rn1069,04/08/2015,500,
slp1.25_Rsk0.1_K1000_var0.2_dslm0.6_rn1070,04/08/2015,500,
slp1.25_Rsk0.1_K1000_var0.2_dslm0.8_rn1071,04/08/2015,500,
slp2.5_Rsk0.05_K100_var0.0_dslm0.6_rn1072,04/08/2015,500,
slp2.5_Rsk0.05_K100_var0.0_dslm0.8_rn1073,04/08/2015,500,
slp2.5_Rsk0.05_K100_var0.1_dslm0.6_rn1074,04/08/2015,500,
slp2.5_Rsk0.05_K100_var0.1_dslm0.8_rn1075,04/08/2015,500,
slp2.5_Rsk0.05_K100_var0.2_dslm0.6_rn1076,04/08/2015,500,
slp2.5_Rsk0.05_K100_var0.2_dslm0.8_rn1077,04/08/2015,500,
slp2.5_Rsk0.05_K1000_var0.0_dslm0.6_rn1078,04/08/2015,500,
slp2.5_Rsk0.05_K1000_var0.0_dslm0.8_rn1079,04/08/2015,500,
slp2.5_Rsk0.05_K1000_var0.1_dslm0.6_rn1080,04/08/2015,500,
slp2.5_Rsk0.05_K1000_var0.1_dslm0.8_rn1081,04/08/2015,500,
slp2.5_Rsk0.05_K1000_var0.2_dslm0.6_rn1082,04/08/2015,500,
slp2.5_Rsk0.05_K1000_var0.2_dslm0.8_rn1083,04/08/2015,500,
slp2.5_Rsk0.1_K100_var0.0_dslm0.6_rn1084,04/08/2015,500,
slp2.5_Rsk0.1_K100_var0.0_dslm0.8_rn1085,04/08/2015,500,
slp2.5_Rsk0.1_K100_var0.1_dslm0.6_rn1086,04/08/2015,500,
slp2.5_Rsk0.1_K100_var0.1_dslm0.8_rn1087,04/08/2015,500,
slp2.5_Rsk0.1_K100_var0.2_dslm0.6_rn1088,04/08/2015,500,
slp2.5_Rsk0.1_K100_var0.2_dslm0.8_rn1089,04/08/2015,500,
slp2.5_Rsk0.1_K1000_var0.0_dslm0.6_rn1090,04/08/2015,500,
slp2.5_Rsk0.1_K1000_var0.0_dslm0.8_rn1091,04/08/2015,500,
slp2.5_Rsk0.1_K1000_var0.1_dslm0.6_rn1092,04/08/2015,500,
slp2.5_Rsk0.1_K1000_var0.1_dslm0.8_rn1093,04/08/2015,500,
slp2.5_Rsk0.1_K1000_var0.2_dslm0.6_rn1094,04/08/2015,500,
slp2.5_Rsk0.1_K1000_var0.2_dslm0.8_rn1095,04/08/2015,500,
TEST_slp0.8_Rsk0.1_K100_var0.0_dslm0.6,13/08/2015,10,
1095_slp0.4_Rsk0.05_K100_var0.0_dslm0.6,13/08/2015,500,
1096_slp0.4_Rsk0.05_K100_var0.0_dslm0.8,13/08/2015,500,
1097_slp0.4_Rsk0.05_K100_var0.1_dslm0.6,13/08/2015,500,
1098_slp0.4_Rsk0.05_K100_var0.1_dslm0.8,13/08/2015,500,
1099_slp0.4_Rsk0.05_K100_var0.2_dslm0.6,13/08/2015,500,
1100_slp0.4_Rsk0.05_K100_var0.2_dslm0.8,13/08/2015,500,
1101_slp0.4_Rsk0.05_K1000_var0.0_dslm0.6,13/08/2015,500,
1102_slp0.4_Rsk0.05_K1000_var0.0_dslm0.8,13/08/2015,500,
1103_slp0.4_Rsk0.05_K1000_var0.1_dslm0.6,13/08/2015,500,
1104_slp0.4_Rsk0.05_K1000_var0.1_dslm0.8,13/08/2015,500,
1105_slp0.4_Rsk0.05_K1000_var0.2_dslm0.6,13/08/2015,500,
1106_slp0.4_Rsk0.05_K1000_var0.2_dslm0.8,13/08/2015,500,
1107_slp0.4_Rsk0.1_K100_var0.0_dslm0.6,13/08/2015,500,
1108_slp0.4_Rsk0.1_K100_var0.0_dslm0.8,13/08/2015,500,
1109_slp0.4_Rsk0.1_K100_var0.1_dslm0.6,13/08/2015,500,
1110_slp0.4_Rsk0.1_K100_var0.1_dslm0.8,13/08/2015,500,
1111_slp0.4_Rsk0.1_K100_var0.2_dslm0.6,13/08/2015,500,
1112_slp0.4_Rsk0.1_K100_var0.2_dslm0.8,13/08/2015,500,
1113_slp0.4_Rsk0.1_K1000_var0.0_dslm0.6,13/08/2015,500,
1114_slp0.4_Rsk0.1_K1000_var0.0_dslm0.8,13/08/2015,500,
1115_slp0.4_Rsk0.1_K1000_var0.1_dslm0.6,13/08/2015,500,
1116_slp0.4_Rsk0.1_K1000_var0.1_dslm0.8,13/08/2015,500,
1117_slp0.4_Rsk0.1_K1000_var0.2_dslm0.6,13/08/2015,500,
1118_slp0.4_Rsk0.1_K1000_var0.2_dslm0.8,13/08/2015,500,
1119_slp0.8_Rsk0.05_K100_var0.0_dslm0.6,13/08/2015,500,
1120_slp0.8_Rsk0.05_K100_var0.0_dslm0.8,13/08/2015,500,
1121_slp0.8_Rsk0.05_K100_var0.1_dslm0.6,13/08/2015,500,
1122_slp0.8_Rsk0.05_K100_var0.1_dslm0.8,13/08/2015,500,
1123_slp0.8_Rsk0.05_K100_var0.2_dslm0.6,13/08/2015,500,
1124_slp0.8_Rsk0.05_K100_var0.2_dslm0.8,13/08/2015,500,
1125_slp0.8_Rsk0.05_K1000_var0.0_dslm0.6,13/08/2015,500,
1126_slp0.8_Rsk0.05_K1000_var0.0_dslm0.8,13/08/2015,500,
1127_slp0.8_Rsk0.05_K1000_var0.1_dslm0.6,13/08/2015,500,
1128_slp0.8_Rsk0.05_K1000_var0.1_dslm0.8,13/08/2015,500,
1129_slp0.8_Rsk0.05_K1000_var0.2_dslm0.6,13/08/2015,500,
1130_slp0.8_Rsk0.05_K1000_var0.2_dslm0.8,13/08/2015,500,
1131_slp0.8_Rsk0.1_K100_var0.0_dslm0.6,13/08/2015,500,
1132_slp0.8_Rsk0.1_K100_var0.0_dslm0.8,13/08/2015,500,
1133_slp0.8_Rsk0.1_K100_var0.1_dslm0.6,13/08/2015,500,
1134_slp0.8_Rsk0.1_K100_var0.1_dslm0.8,13/08/2015,500,
1135_slp0.8_Rsk0.1_K100_var0.2_dslm0.6,13/08/2015,500,
1136_slp0.8_Rsk0.1_K100_var0.2_dslm0.8,13/08/2015,500,
1137_slp0.8_Rsk0.1_K1000_var0.0_dslm0.6,13/08/2015,500,
1138_slp0.8_Rsk0.1_K1000_var0.0_dslm0.8,13/08/2015,500,
1139_slp0.8_Rsk0.1_K1000_var0.1_dslm0.6,13/08/2015,500,
1140_slp0.8_Rsk0.1_K1000_var0.1_dslm0.8,13/08/2015,500,
1141_slp0.8_Rsk0.1_K1000_var0.2_dslm0.6,13/08/2015,500,
1142_slp0.8_Rsk0.1_K1000_var0.2_dslm0.8,13/08/2015,500,
1143_slp1.25_Rsk0.05_K100_var0.0_dslm0.6,13/08/2015,500,
1144_slp1.25_Rsk0.05_K100_var0.0_dslm0.8,13/08/2015,500,
1145_slp1.25_Rsk0.05_K100_var0.1_dslm0.6,13/08/2015,500,
1146_slp1.25_Rsk0.05_K100_var0.1_dslm0.8,13/08/2015,500,
1147_slp1.25_Rsk0.05_K100_var0.2_dslm0.6,13/08/2015,500,
1148_slp1.25_Rsk0.05_K100_var0.2_dslm0.8,13/08/2015,500,
1149_slp1.25_Rsk0.05_K1000_var0.0_dslm0.6,13/08/2015,500,
1150_slp1.25_Rsk0.05_K1000_var0.0_dslm0.8,13/08/2015,500,
1151_slp1.25_Rsk0.05_K1000_var0.1_dslm0.6,13/08/2015,500,
1152_slp1.25_Rsk0.05_K1000_var0.1_dslm0.8,13/08/2015,500,
1153_slp1.25_Rsk0.05_K1000_var0.2_dslm0.6,13/08/2015,500,
1154_slp1.25_Rsk0.05_K1000_var0.2_dslm0.8,13/08/2015,500,
1155_slp1.25_Rsk0.1_K100_var0.0_dslm0.6,13/08/2015,500,
1156_slp1.25_Rsk0.1_K100_var0.0_dslm0.8,13/08/2015,500,
1157_slp1.25_Rsk0.1_K100_var0.1_dslm0.6,13/08/2015,500,
1158_slp1.25_Rsk0.1_K100_var0.1_dslm0.8,13/08/2015,500,
1159_slp1.25_Rsk0.1_K100_var0.2_dslm0.6,13/08/2015,500,
1160_slp1.25_Rsk0.1_K100_var0.2_dslm0.8,13/08/2015,500,
1161_slp1.25_Rsk0.1_K1000_var0.0_dslm0.6,13/08/2015,500,
1162_slp1.25_Rsk0.1_K1000_var0.0_dslm0.8,13/08/2015,500,
1163_slp1.25_Rsk0.1_K1000_var0.1_dslm0.6,13/08/2015,500,
1164_slp1.25_Rsk0.1_K1000_var0.1_dslm0.8,13/08/2015,500,
1165_slp1.25_Rsk0.1_K1000_var0.2_dslm0.6,13/08/2015,500,
1166_slp1.25_Rsk0.1_K1000_var0.2_dslm0.8,13/08/2015,500,
1167_slp2.5_Rsk0.05_K100_var0.0_dslm0.6,13/08/2015,500,
1168_slp2.5_Rsk0.05_K100_var0.0_dslm0.8,13/08/2015,500,
1169_slp2.5_Rsk0.05_K100_var0.1_dslm0.6,13/08/2015,500,
1170_slp2.5_Rsk0.05_K100_var0.1_dslm0.8,13/08/2015,500,
1171_slp2.5_Rsk0.05_K100_var0.2_dslm0.6,13/08/2015,500,
1172_slp2.5_Rsk0.05_K100_var0.2_dslm0.8,13/08/2015,500,
1173_slp2.5_Rsk0.05_K1000_var0.0_dslm0.6,13/08/2015,500,
1174_slp2.5_Rsk0.05_K1000_var0.0_dslm0.8,13/08/2015,500,
1175_slp2.5_Rsk0.05_K1000_var0.1_dslm0.6,13/08/2015,500,
1176_slp2.5_Rsk0.05_K1000_var0.1_dslm0.8,13/08/2015,500,
1177_slp2.5_Rsk0.05_K1000_var0.2_dslm0.6,13/08/2015,500,
1178_slp2.5_Rsk0.05_K1000_var0.2_dslm0.8,13/08/2015,500,
1179_slp2.5_Rsk0.1_K100_var0.0_dslm0.6,13/08/2015,500,
1180_slp2.5_Rsk0.1_K100_var0.0_dslm0.8,13/08/2015,500,
1181_slp2.5_Rsk0.1_K100_var0.1_dslm0.6,13/08/2015,500,
1182_slp2.5_Rsk0.1_K100_var0.1_dslm0.8,13/08/2015,500,
1183_slp2.5_Rsk0.1_K100_var0.2_dslm0.6,13/08/2015,500,
1184_slp2.5_Rsk0.1_K100_var0.2_dslm0.8,13/08/2015,500,
1185_slp2.5_Rsk0.1_K1000_var0.0_dslm0.6,13/08/2015,500,
1186_slp2.5_Rsk0.1_K1000_var0.0_dslm0.8,13/08/2015,500,
1187_slp2.5_Rsk0.1_K1000_var0.1_dslm0.6,13/08/2015,500,
1188_slp2.5_Rsk0.1_K1000_var0.1_dslm0.8,13/08/2015,500,
1189_slp2.5_Rsk0.1_K1000_var0.2_dslm0.6,13/08/2015,500,
1190_slp2.5_Rsk0.1_K1000_var0.2_dslm0.8,13/08/2015,500,
1191_slp0.4_Rsk0.05_K100_var0.0_dslm0.6,14/08/2015,500,
1192_slp0.4_Rsk0.05_K100_var0.0_dslm0.8,14/08/2015,500,
1193_slp0.4_Rsk0.05_K100_var0.1_dslm0.6,14/08/2015,500,
1194_slp0.4_Rsk0.05_K100_var0.1_dslm0.8,14/08/2015,500,
1195_slp0.4_Rsk0.05_K100_var0.2_dslm0.6,14/08/2015,500,
1196_slp0.4_Rsk0.05_K100_var0.2_dslm0.8,14/08/2015,500,
1197_slp0.4_Rsk0.05_K1000_var0.0_dslm0.6,14/08/2015,500,
1198_slp0.4_Rsk0.05_K1000_var0.0_dslm0.8,14/08/2015,500,
1199_slp0.4_Rsk0.05_K1000_var0.1_dslm0.6,14/08/2015,500,
1200_slp0.4_Rsk0.05_K1000_var0.1_dslm0.8,14/08/2015,500,
1201_slp0.4_Rsk0.05_K1000_var0.2_dslm0.6,14/08/2015,500,
1202_slp0.4_Rsk0.05_K1000_var0.2_dslm0.8,14/08/2015,500,
1203_slp0.4_Rsk0.1_K100_var0.0_dslm0.6,14/08/2015,500,
1204_slp0.4_Rsk0.1_K100_var0.0_dslm0.8,14/08/2015,500,
1205_slp0.4_Rsk0.1_K100_var0.1_dslm0.6,14/08/2015,500,
1206_slp0.4_Rsk0.1_K100_var0.1_dslm0.8,14/08/2015,500,
1207_slp0.4_Rsk0.1_K100_var0.2_dslm0.6,14/08/2015,500,
1208_slp0.4_Rsk0.1_K100_var0.2_dslm0.8,14/08/2015,500,
1209_slp0.4_Rsk0.1_K1000_var0.0_dslm0.6,14/08/2015,500,
1210_slp0.4_Rsk0.1_K1000_var0.0_dslm0.8,14/08/2015,500,
1211_slp0.4_Rsk0.1_K1000_var0.1_dslm0.6,14/08/2015,500,
1212_slp0.4_Rsk0.1_K1000_var0.1_dslm0.8,14/08/2015,500,
1213_slp0.4_Rsk0.1_K1000_var0.2_dslm0.6,14/08/2015,500,
1214_slp0.4_Rsk0.1_K1000_var0.2_dslm0.8,14/08/2015,500,
1215_slp0.8_Rsk0.05_K100_var0.0_dslm0.6,14/08/2015,500,
1216_slp0.8_Rsk0.05_K100_var0.0_dslm0.8,14/08/2015,500,
1217_slp0.8_Rsk0.05_K100_var0.1_dslm0.6,14/08/2015,500,
1218_slp0.8_Rsk0.05_K100_var0.1_dslm0.8,14/08/2015,500,
1219_slp0.8_Rsk0.05_K100_var0.2_dslm0.6,14/08/2015,500,
1220_slp0.8_Rsk0.05_K100_var0.2_dslm0.8,14/08/2015,500,
1221_slp0.8_Rsk0.05_K1000_var0.0_dslm0.6,14/08/2015,500,
1222_slp0.8_Rsk0.05_K1000_var0.0_dslm0.8,14/08/2015,500,
1223_slp0.8_Rsk0.05_K1000_var0.1_dslm0.6,14/08/2015,500,
1224_slp0.8_Rsk0.05_K1000_var0.1_dslm0.8,14/08/2015,500,
1225_slp0.8_Rsk0.05_K1000_var0.2_dslm0.6,14/08/2015,500,
1226_slp0.8_Rsk0.05_K1000_var0.2_dslm0.8,14/08/2015,500,
1227_slp0.8_Rsk0.1_K100_var0.0_dslm0.6,14/08/2015,500,
1228_slp0.8_Rsk0.1_K100_var0.0_dslm0.8,14/08/2015,500,
1229_slp0.8_Rsk0.1_K100_var0.1_dslm0.6,14/08/2015,500,
1230_slp0.8_Rsk0.1_K100_var0.1_dslm0.8,14/08/2015,500,
1231_slp0.8_Rsk0.1_K100_var0.2_dslm0.6,14/08/2015,500,
1232_slp0.8_Rsk0.1_K100_var0.2_dslm0.8,14/08/2015,500,
1233_slp0.8_Rsk0.1_K1000_var0.0_dslm0.6,14/08/2015,500,
1234_slp0.8_Rsk0.1_K1000_var0.0_dslm0.8,14/08/2015,500,
1235_slp0.8_Rsk0.1_K1000_var0.1_dslm0.6,14/08/2015,500,
1236_slp0.8_Rsk0.1_K1000_var0.1_dslm0.8,14/08/2015,500,
1237_slp0.8_Rsk0.1_K1000_var0.2_dslm0.6,14/08/2015,500,
1238_slp0.8_Rsk0.1_K1000_var0.2_dslm0.8,14/08/2015,500,
1239_slp1.25_Rsk0.05_K100_var0.0_dslm0.6,14/08/2015,500,
1240_slp1.25_Rsk0.05_K100_var0.0_dslm0.8,14/08/2015,500,
1241_slp1.25_Rsk0.05_K100_var0.1_dslm0.6,14/08/2015,500,
1242_slp1.25_Rsk0.05_K100_var0.1_dslm0.8,14/08/2015,500,
1243_slp1.25_Rsk0.05_K100_var0.2_dslm0.6,14/08/2015,500,
1244_slp1.25_Rsk0.05_K100_var0.2_dslm0.8,14/08/2015,500,
1245_slp1.25_Rsk0.05_K1000_var0.0_dslm0.6,14/08/2015,500,
1246_slp1.25_Rsk0.05_K1000_var0.0_dslm0.8,14/08/2015,500,
1247_slp1.25_Rsk0.05_K1000_var0.1_dslm0.6,14/08/2015,500,
1248_slp1.25_Rsk0.05_K1000_var0.1_dslm0.8,14/08/2015,500,
1249_slp1.25_Rsk0.05_K1000_var0.2_dslm0.6,14/08/2015,500,
1250_slp1.25_Rsk0.05_K1000_var0.2_dslm0.8,14/08/2015,500,
1251_slp1.25_Rsk0.1_K100_var0.0_dslm0.6,14/08/2015,500,
1252_slp1.25_Rsk0.1_K100_var0.0_dslm0.8,14/08/2015,500,
1253_slp1.25_Rsk0.1_K100_var0.1_dslm0.6,14/08/2015,500,
1254_slp1.25_Rsk0.1_K100_var0.1_dslm0.8,14/08/2015,500,
1255_slp1.25_Rsk0.1_K100_var0.2_dslm0.6,14/08/2015,500,
1256_slp1.25_Rsk0.1_K100_var0.2_dslm0.8,14/08/2015,500,
1257_slp1.25_Rsk0.1_K1000_var0.0_dslm0.6,14/08/2015,500,
1258_slp1.25_Rsk0.1_K1000_var0.0_dslm0.8,14/08/2015,500,
1259_slp1.25_Rsk0.1_K1000_var0.1_dslm0.6,14/08/2015,500,
1260_slp1.25_Rsk0.1_K1000_var0.1_dslm0.8,14/08/2015,500,
1261_slp1.25_Rsk0.1_K1000_var0.2_dslm0.6,14/08/2015,500,
1262_slp1.25_Rsk0.1_K1000_var0.2_dslm0.8,14/08/2015,500,
1263_slp2.5_Rsk0.05_K100_var0.0_dslm0.6,14/08/2015,500,
1264_slp2.5_Rsk0.05_K100_var0.0_dslm0.8,14/08/2015,500,
1265_slp2.5_Rsk0.05_K100_var0.1_dslm0.6,14/08/2015,500,
1266_slp2.5_Rsk0.05_K100_var0.1_dslm0.8,14/08/2015,500,
1267_slp2.5_Rsk0.05_K100_var0.2_dslm0.6,14/08/2015,500,
1268_slp2.5_Rsk0.05_K100_var0.2_dslm0.8,14/08/2015,500,
1269_slp2.5_Rsk0.05_K1000_var0.0_dslm0.6,14/08/2015,500,
1270_slp2.5_Rsk0.05_K1000_var0.0_dslm0.8,14/08/2015,500,
1271_slp2.5_Rsk0.05_K1000_var0.1_dslm0.6,14/08/2015,500,
1272_slp2.5_Rsk0.05_K1000_var0.1_dslm0.8,14/08/2015,500,
1273_slp2.5_Rsk0.05_K1000_var0.2_dslm0.6,14/08/2015,500,
1274_slp2.5_Rsk0.05_K1000_var0.2_dslm0.8,14/08/2015,500,
1275_slp2.5_Rsk0.1_K100_var0.0_dslm0.6,14/08/2015,500,
1276_slp2.5_Rsk0.1_K100_var0.0_dslm0.8,14/08/2015,500,
1277_slp2.5_Rsk0.1_K100_var0.1_dslm0.6,14/08/2015,500,
1278_slp2.5_Rsk0.1_K100_var0.1_dslm0.8,14/08/2015,500,
1279_slp2.5_Rsk0.1_K100_var0.2_dslm0.6,14/08/2015,500,
1280_slp2.5_Rsk0.1_K100_var0.2_dslm0.8,14/08/2015,500,
1281_slp2.5_Rsk0.1_K1000_var0.0_dslm0.6,14/08/2015,500,
1282_slp2.5_Rsk0.1_K1000_var0.0_dslm0.8,14/08/2015,500,
1283_slp2.5_Rsk0.1_K1000_var0.1_dslm0.6,14/08/2015,500,
1284_slp2.5_Rsk0.1_K1000_var0.1_dslm0.8,14/08/2015,500,
1285_slp2.5_Rsk0.1_K1000_var0.2_dslm0.6,14/08/2015,500,
1286_slp2.5_Rsk0.1_K1000_var0.2_dslm0.8,14/08/2015,500,
1287_slp0.4_Rsk0.05_K100_var0.0_dslm0.6,02/09/2015,500,
1288_slp0.4_Rsk0.05_K100_var0.0_dslm0.8,02/09/2015,500,
1289_slp0.4_Rsk0.05_K100_var0.1_dslm0.6,02/09/2015,500,
1290_slp0.4_Rsk0.05_K100_var0.1_dslm0.8,02/09/2015,500,
1291_slp0.4_Rsk0.05_K100_var0.2_dslm0.6,02/09/2015,500,
1292_slp0.4_Rsk0.05_K100_var0.2_dslm0.8,02/09/2015,500,
1293_slp0.4_Rsk0.05_K1000_var0.0_dslm0.6,02/09/2015,500,
1294_slp0.4_Rsk0.05_K1000_var0.0_dslm0.8,02/09/2015,500,
1295_slp0.4_Rsk0.05_K1000_var0.1_dslm0.6,02/09/2015,500,
1296_slp0.4_Rsk0.05_K1000_var0.1_dslm0.8,02/09/2015,500,
1297_slp0.4_Rsk0.05_K1000_var0.2_dslm0.6,02/09/2015,500,
1298_slp0.4_Rsk0.05_K1000_var0.2_dslm0.8,02/09/2015,500,
1299_slp0.4_Rsk0.1_K100_var0.0_dslm0.6,02/09/2015,500,
1300_slp0.4_Rsk0.1_K100_var0.0_dslm0.8,02/09/2015,500,
1301_slp0.4_Rsk0.1_K100_var0.1_dslm0.6,02/09/2015,500,
1302_slp0.4_Rsk0.1_K100_var0.1_dslm0.8,02/09/2015,500,
1303_slp0.4_Rsk0.1_K100_var0.2_dslm0.6,02/09/2015,500,
1304_slp0.4_Rsk0.1_K100_var0.2_dslm0.8,02/09/2015,500,
1305_slp0.4_Rsk0.1_K1000_var0.0_dslm0.6,02/09/2015,500,
1306_slp0.4_Rsk0.1_K1000_var0.0_dslm0.8,02/09/2015,500,
1307_slp0.4_Rsk0.1_K1000_var0.1_dslm0.6,02/09/2015,500,
1308_slp0.4_Rsk0.1_K1000_var0.1_dslm0.8,02/09/2015,500,
1309_slp0.4_Rsk0.1_K1000_var0.2_dslm0.6,02/09/2015,500,
1310_slp0.4_Rsk0.1_K1000_var0.2_dslm0.8,02/09/2015,500,
1311_slp0.8_Rsk0.05_K100_var0.0_dslm0.6,02/09/2015,500,
1312_slp0.8_Rsk0.05_K100_var0.0_dslm0.8,02/09/2015,500,
1313_slp0.8_Rsk0.05_K100_var0.1_dslm0.6,02/09/2015,500,
1314_slp0.8_Rsk0.05_K100_var0.1_dslm0.8,02/09/2015,500,
1315_slp0.8_Rsk0.05_K100_var0.2_dslm0.6,02/09/2015,500,
1316_slp0.8_Rsk0.05_K100_var0.2_dslm0.8,02/09/2015,500,
1317_slp0.8_Rsk0.05_K1000_var0.0_dslm0.6,02/09/2015,500,
1318_slp0.8_Rsk0.05_K1000_var0.0_dslm0.8,02/09/2015,500,
1319_slp0.8_Rsk0.05_K1000_var0.1_dslm0.6,02/09/2015,500,
1320_slp0.8_Rsk0.05_K1000_var0.1_dslm0.8,02/09/2015,500,
1321_slp0.8_Rsk0.05_K1000_var0.2_dslm0.6,02/09/2015,500,
1322_slp0.8_Rsk0.05_K1000_var0.2_dslm0.8,02/09/2015,500,
1323_slp0.8_Rsk0.1_K100_var0.0_dslm0.6,02/09/2015,500,
1324_slp0.8_Rsk0.1_K100_var0.0_dslm0.8,02/09/2015,500,
1325_slp0.8_Rsk0.1_K100_var0.1_dslm0.6,02/09/2015,500,
1326_slp0.8_Rsk0.1_K100_var0.1_dslm0.8,02/09/2015,500,
1327_slp0.8_Rsk0.1_K100_var0.2_dslm0.6,02/09/2015,500,
